trend_id,source,week,raw_signal
color_sage_green,google_trends,2022-08-22,0.7030942897836787
color_sage_green,google_trends,2022-08-29,0.7925353683818399
color_sage_green,google_trends,2022-09-05,0.8027712297564956
color_sage_green,google_trends,2022-09-12,0.9373974542770849
color_sage_green,google_trends,2022-09-19,1.0863089649353341
color_sage_green,google_trends,2022-09-26,0.9810817874342506
color_sage_green,google_trends,2022-10-03,1.0060205042687693
color_sage_green,google_trends,2022-10-10,1.1230142793610556
color_sage_green,google_trends,2022-10-17,1.132833606334876
color_sage_green,google_trends,2022-10-24,1.1249802413825005
color_sage_green,google_trends,2022-10-31,1.0459191432469919
color_sage_green,google_trends,2022-11-07,1.1133290678369023
color_sage_green,google_trends,2022-11-14,1.1582902559459967
color_sage_green,google_trends,2022-11-21,0.974208959589372
color_sage_green,google_trends,2022-11-28,1.0169071837759571
color_sage_green,google_trends,2022-12-05,0.8666777725146381
color_sage_green,google_trends,2022-12-12,0.8753299869318713
color_sage_green,google_trends,2022-12-19,0.7864447083470617
color_sage_green,google_trends,2022-12-26,0.8670707759987718
color_sage_green,google_trends,2023-01-02,0.734695754531943
color_sage_green,google_trends,2023-01-09,0.8074890314138049
color_sage_green,google_trends,2023-01-16,0.7488850969452993
color_sage_green,google_trends,2023-01-23,0.6741635138768964
color_sage_green,google_trends,2023-01-30,0.44406304794124923
color_sage_green,google_trends,2023-02-06,0.5633119319506935
color_sage_green,google_trends,2023-02-13,0.569329613519765
color_sage_green,google_trends,2023-02-20,0.5558044781595398
color_sage_green,google_trends,2023-02-27,0.40533917494938126
color_sage_green,google_trends,2023-03-06,0.47857648421030186
color_sage_green,google_trends,2023-03-13,0.43594376192812895
color_sage_green,google_trends,2023-03-20,0.4554541922446374
color_sage_green,google_trends,2023-03-27,0.6193786137794443
color_sage_green,google_trends,2023-04-03,0.49234088031006024
color_sage_green,google_trends,2023-04-10,0.5843396656755759
color_sage_green,google_trends,2023-04-17,0.6945222453749901
color_sage_green,google_trends,2023-04-24,0.6198364420699816
color_sage_green,google_trends,2023-05-01,0.7052019647076998
color_sage_green,google_trends,2023-05-08,0.7742580727669978
color_sage_green,google_trends,2023-05-15,0.8241881766981631
color_sage_green,google_trends,2023-05-22,0.77577794502107
color_sage_green,google_trends,2023-05-29,0.9342256233069932
color_sage_green,google_trends,2023-06-05,1.0894796691929696
color_sage_green,google_trends,2023-06-12,0.9066061165229108
color_sage_green,google_trends,2023-06-19,1.144453446982158
color_sage_green,google_trends,2023-06-26,1.1251665309724095
color_sage_green,google_trends,2023-07-03,1.0978170999136483
color_sage_green,google_trends,2023-07-10,1.8715320274055278
color_sage_green,google_trends,2023-07-17,1.2548565109159453
color_sage_green,google_trends,2023-07-24,1.1080994659454415
color_sage_green,google_trends,2023-07-31,1.2116843405190765
color_sage_green,google_trends,2023-08-07,1.245066257575816
color_sage_green,google_trends,2023-08-14,1.1688003840889054
color_sage_green,google_trends,2023-08-21,1.2157237514327535
color_sage_green,google_trends,2023-08-28,1.1258301337617629
color_sage_green,google_trends,2023-09-04,1.1483080074983019
color_sage_green,google_trends,2023-09-11,1.1685111197487934
